u1,u2,u3,y,ysp
18.782,0.55,16.6,9.779,9.7778
18.782,0.55,16.6,9.7788,9.7778
18.782,0.55,16.6,9.7787,9.7778
18.782,0.55,16.6,9.7786,9.7778
18.782,0.55,16.6,9.7785,9.7778
18.782,0.55,16.6,9.7784,9.7778
18.782,0.55,16.6,9.7784,9.7778
18.782,0.55,16.6,9.7783,9.7778
18.782,0.55,16.6,9.7782,9.7778
18.782,0.55,16.6,9.7782,9.7778
18.782,0.55,16.6,9.7781,9.7778
18.782,0.55,16.6,9.7781,9.7778
18.782,0.55,16.6,9.7781,9.7778
18.782,0.55,16.6,9.778,9.7778
18.782,0.55,16.6,9.778,9.7778
18.782,0.55,16.6,9.778,9.7778
18.782,0.55,16.6,9.778,9.7778
18.782,0.55,16.6,9.7779,9.7778
18.782,0.55,16.6,9.7779,9.7778
14.325,0.55,16.6,9.7779,7.8463
11.459,0.55,16.6,9.7779,7.8463
10.072,0.55,16.6,9.6346,7.8463
10.399,0.55,16.6,9.3125,7.8463
13.545,0.55,16.6,8.1589,7.8463
15.954,0.55,16.6,7.1854,7.8463
17.326,0.55,16.6,7.0301,7.8463
17.97,0.55,16.6,7.051,7.8463
18.104,0.55,16.6,7.1638,7.8463
17.868,0.55,16.6,7.3481,7.8463
17.363,0.55,16.6,7.6088,7.8463
16.713,0.55,16.6,7.9471,7.8463
16.127,0.55,16.6,8.2253,7.8463
15.838,0.55,16.6,8.2649,7.8463
15.908,0.55,16.6,8.1014,7.8463
16.177,0.55,16.6,7.8888,7.8463
16.447,0.55,16.6,7.7552,7.8463
16.621,0.55,16.6,7.7081,7.8463
16.679,0.55,16.6,7.7216,7.8463
16.642,0.55,16.6,7.7707,7.8463
16.553,0.55,16.6,7.8317,7.8463
16.456,0.55,16.6,7.8812,7.8463
16.39,0.55,16.6,7.9036,7.8463
16.368,0.55,16.6,7.8979,7.8463
16.384,0.55,16.6,7.8755,7.8463
16.42,0.55,16.6,7.8508,7.8463
16.455,0.55,16.6,7.8337,7.8463
16.477,0.55,16.6,7.8274,7.8463
16.483,0.55,16.6,7.8302,7.8463
16.476,0.55,16.6,7.8381,7.8463
16.463,0.55,16.6,7.8466,7.8463
16.45,0.55,16.6,7.8524,7.8463
16.442,0.55,16.6,7.8544,7.8463
16.441,0.55,16.6,7.853,7.8463
16.444,0.55,16.6,7.8498,7.8463
16.449,0.55,16.6,7.8467,7.8463
16.453,0.55,16.6,7.8446,7.8463
16.456,0.55,16.6,7.8439,7.8463
16.456,0.55,16.6,7.8445,7.8463
16.455,0.55,16.6,7.8456,7.8463
16.453,0.55,16.6,7.8466,7.8463
16.451,0.55,16.6,7.8473,7.8463
16.451,0.55,16.6,7.8475,7.8463
16.45,0.55,16.6,7.8472,7.8463
16.451,0.55,16.6,7.8467,7.8463
16.452,0.55,16.6,7.8463,7.8463
16.452,0.55,16.6,7.8461,7.8463
18.494,0.55,16.6,7.846,9.2622
19.367,0.55,16.6,7.8461,9.2622
18.944,0.55,16.6,8.4855,9.2622
18.445,0.55,16.6,8.9965,9.2622
18.037,0.55,16.6,9.1917,9.2622
17.723,0.55,16.6,9.2838,9.2622
17.498,0.55,16.6,9.3277,9.2622
17.349,0.55,16.6,9.3444,9.2622
17.262,0.55,16.6,9.3449,9.2622
17.221,0.55,16.6,9.3361,9.2622
17.212,0.55,16.6,9.3226,9.2622
17.224,0.55,16.6,9.3078,9.2622
17.245,0.55,16.6,9.2937,9.2622
17.27,0.55,16.6,9.2818,9.2622
17.294,0.55,16.6,9.2726,9.2622
17.314,0.55,16.6,9.2661,9.2622
17.329,0.55,16.6,9.2621,9.2622
17.339,0.55,16.6,9.26,9.2622
17.345,0.55,16.6,9.2592,9.2622
17.349,0.55,16.6,9.2593,9.2622
17.35,0.55,16.6,9.2598,9.2622
17.349,0.55,16.6,9.2605,9.2622
17.348,0.55,16.6,9.2612,9.2622
17.347,0.55,16.6,9.2617,9.2622
17.346,0.55,16.6,9.2622,9.2622
17.345,0.55,16.6,9.2625,9.2622
17.344,0.55,16.6,9.2626,9.2622
17.343,0.55,16.6,9.2627,9.2622
17.343,0.55,16.6,9.2627,9.2622
17.343,0.55,16.6,9.2626,9.2622
17.343,0.55,16.6,9.2626,9.2622
17.343,0.55,16.6,9.2625,9.2622
15.55,0.55,16.6,9.2624,9.2622
