u1,u2,u3,y,ysp
16.371,0.55,16.6,7.6904,7.6933
16.371,0.55,16.6,7.6906,7.6933
16.371,0.55,16.6,7.6909,7.6933
16.371,0.55,16.6,7.6912,7.6933
16.371,0.55,16.6,7.6915,7.6933
16.371,0.55,16.6,7.6917,7.6933
16.371,0.55,16.6,7.6919,7.6933
16.371,0.55,16.6,7.692,7.6933
16.371,0.55,16.6,7.6922,7.6933
16.371,0.55,16.6,7.6923,7.6933
15.647,0.55,16.6,7.6924,6.9108
15.092,0.55,16.6,7.6925,6.9108
14.76,0.55,16.6,7.5687,6.9108
14.616,0.55,16.6,7.4111,6.9108
14.608,0.55,16.6,7.2718,6.9108
14.684,0.55,16.6,7.1613,6.9108
14.802,0.55,16.6,7.0776,6.9108
14.932,0.55,16.6,7.0161,6.9108
15.055,0.55,16.6,6.9724,6.9108
15.16,0.55,16.6,6.9425,6.9108
15.243,0.55,16.6,6.9231,6.9108
15.303,0.55,16.6,6.9116,6.9108
15.344,0.55,16.6,6.9057,6.9108
15.369,0.55,16.6,6.9034,6.9108
15.381,0.55,16.6,6.9034,6.9108
15.386,0.55,16.6,6.9046,6.9108
15.385,0.55,16.6,6.9063,6.9108
15.381,0.55,16.6,6.908,6.9108
15.377,0.55,16.6,6.9095,6.9108
15.372,0.55,16.6,6.9107,6.9108
15.368,0.55,16.6,6.9115,6.9108
15.364,0.55,16.6,6.9119,6.9108
15.362,0.55,16.6,6.9122,6.9108
15.36,0.55,16.6,6.9122,6.9108
15.36,0.55,16.6,6.9121,6.9108
15.359,0.55,16.6,6.9119,6.9108
15.359,0.55,16.6,6.9117,6.9108
15.359,0.55,16.6,6.9115,6.9108
15.36,0.55,16.6,6.9114,6.9108
15.36,0.55,16.6,6.9112,6.9108
15.36,0.55,16.6,6.9111,6.9108
15.361,0.55,16.6,6.9111,6.9108
15.361,0.55,16.6,6.911,6.9108
15.361,0.55,16.6,6.911,6.9108
15.361,0.55,16.6,6.9109,6.9108
15.361,0.55,16.6,6.9109,6.9108
15.361,0.55,16.6,6.9109,6.9108
15.361,0.55,16.6,6.9109,6.9108
15.361,0.55,16.6,6.9109,6.9108
15.361,0.55,16.6,6.9109,6.9108
15.361,0.55,16.6,6.9109,6.9108
15.361,0.55,16.6,6.9109,6.9108
15.361,0.55,16.6,6.9109,6.9108
15.361,0.55,16.6,6.9109,6.9108
15.361,0.55,16.6,6.9109,6.9108
15.361,0.55,16.6,6.9109,6.9108
15.361,0.55,16.6,6.9109,6.9108
12.407,0.55,16.6,6.9109,4.3867
9.2999,0.55,16.6,6.9109,4.3867
6.9733,0.55,16.6,6.7763,4.3867
6.1408,0.55,16.6,6.5601,4.3867
6.3293,0.55,16.6,6.316,4.3867
6.9616,0.55,16.6,6.0708,4.3867
7.6868,0.55,16.6,5.8224,4.3867
8.4249,0.55,16.6,5.5565,4.3867
9.1331,0.55,16.6,5.2504,4.3867
9.7302,0.55,16.6,4.9107,4.3867
10.184,0.55,16.6,4.6482,4.3867
10.499,0.55,16.6,4.5108,4.3867
10.693,0.55,16.6,4.4512,4.3867
10.794,0.55,16.6,4.4335,4.3867
10.828,0.55,16.6,4.4381,4.3867
10.82,0.55,16.6,4.4531,4.3867
10.789,0.55,16.6,4.4708,4.3867
10.748,0.55,16.6,4.4862,4.3867
10.707,0.55,16.6,4.4969,4.3867
10.67,0.55,16.6,4.502,4.3867
10.641,0.55,16.6,4.5017,4.3867
10.619,0.55,16.6,4.4973,4.3867
10.605,0.55,16.6,4.49,4.3867
10.597,0.55,16.6,4.481,4.3867
10.593,0.55,16.6,4.4714,4.3867
15.769,0.55,16.6,4.462,9.7778
19.906,0.55,16.6,4.4531,9.7778
23.534,0.55,16.6,5.1274,9.7778
25.852,0.55,16.6,5.7585,9.7778
26.493,0.55,16.6,6.2014,9.7778
26.166,0.55,16.6,6.6327,9.7778
24.911,0.55,16.6,7.2678,9.7778
23.45,0.55,16.6,9.1598,9.7778
22.073,0.55,16.6,9.6013,9.7778
20.902,0.55,16.6,9.7797,9.7778
19.978,0.55,16.6,9.8684,9.7778
19.294,0.55,16.6,9.9099,9.7778
18.824,0.55,16.6,9.9231,9.7778
18.528,0.55,16.6,9.9186,9.7778
18.368,0.55,16.6,9.9036,9.7778
18.305,0.55,16.6,9.883,9.7778
18.308,0.55,16.6,9.8603,9.7778
18.352,0.55,16.6,9.8382,9.7778
18.417,0.55,16.6,9.8183,9.7778
18.49,0.55,16.6,9.8016,9.7778
18.561,0.55,16.6,9.7884,9.7778
18.625,0.55,16.6,9.7787,9.7778
18.679,0.55,16.6,9.7722,9.7778
18.722,0.55,16.6,9.7684,9.7778
18.754,0.55,16.6,9.7665,9.7778
18.776,0.55,16.6,9.7662,9.7778
18.791,0.55,16.6,9.7668,9.7778
18.799,0.55,16.6,9.768,9.7778
18.803,0.55,16.6,9.7695,9.7778
18.803,0.55,16.6,9.771,9.7778
18.802,0.55,16.6,9.7725,9.7778
18.799,0.55,16.6,9.7738,9.7778
18.796,0.55,16.6,9.7749,9.7778
18.793,0.55,16.6,9.7757,9.7778
18.79,0.55,16.6,9.7764,9.7778
18.787,0.55,16.6,9.7769,9.7778
18.785,0.55,16.6,9.7772,9.7778
18.783,0.55,16.6,9.7775,9.7778
18.782,0.55,16.6,9.7776,9.7778
18.781,0.55,16.6,9.7777,9.7778
18.781,0.55,16.6,9.7777,9.7778
18.781,0.55,16.6,9.7777,9.7778
18.781,0.55,16.6,9.7777,9.7778
18.781,0.55,16.6,9.7777,9.7778
18.781,0.55,16.6,9.7777,9.7778
18.781,0.55,16.6,9.7777,9.7778
18.781,0.55,16.6,9.7776,9.7778
18.781,0.55,16.6,9.7776,9.7778
18.781,0.55,16.6,9.7776,9.7778
18.781,0.55,16.6,9.7776,9.7778
18.781,0.55,16.6,9.7777,9.7778
18.781,0.55,16.6,9.7777,9.7778
18.781,0.55,16.6,9.7777,9.7778
18.781,0.55,16.6,9.7777,9.7778
18.781,0.55,16.6,9.7777,9.7778
18.781,0.55,16.6,9.7777,9.7778
18.781,0.55,16.6,9.7777,9.7778
18.781,0.55,16.6,9.7777,9.7778
18.781,0.55,16.6,9.7777,9.7778
18.781,0.55,16.6,9.7777,9.7778
18.781,0.55,16.6,9.7777,9.7778
18.781,0.55,16.6,9.7777,9.7778
18.781,0.55,16.6,9.7777,9.7778
18.781,0.55,16.6,9.7777,9.7778
18.781,0.55,16.6,9.7777,9.7778
16.025,0.55,16.6,9.7777,7.8463
