t,u1,y,ysp
2.5,34.3,1.12,1.12
5,34.315,1.1197,1.12
7.5,34.339,1.1195,1.12
10,34.369,1.1192,1.12
12.5,34.401,1.119,1.12
15,34.433,1.1188,1.12
17.5,34.463,1.1186,1.12
20,34.491,1.1185,1.12
22.5,34.515,1.1183,1.12
25,34.535,1.1181,1.12
27.5,34.553,1.1179,1.12
30,34.566,1.1178,1.12
32.5,34.577,1.1177,1.12
35,34.584,1.1175,1.12
37.5,34.589,1.1174,1.12
40,34.593,1.1174,1.12
42.5,34.594,1.1173,1.12
45,34.595,1.1173,1.12
47.5,34.594,1.1173,1.12
50,34.593,1.1173,1.12
52.5,27.227,1.1173,0.8
55,27.8,1.1174,0.8
57.5,27.73,1.1175,0.8
60,27.729,1.1175,0.8
62.5,27.727,1.1176,0.8
65,26.623,1.1234,0.8
67.5,25.975,1.1271,0.8
70,25.537,1.1294,0.8
72.5,23.082,1.1306,0.8
75,22.107,1.1309,0.8
77.5,20.415,1.1312,0.8
80,18.392,1.1311,0.8
82.5,16.123,1.1305,0.8
85,14.146,1.131,0.8
87.5,11.097,1.1309,0.8
90,8.0778,1.1309,0.8
92.5,4.5912,1.1309,0.8
95,0.58847,1.1311,0.8
97.5,0,1.1308,0.8
100,0,1.1307,0.8
102.5,0,1.1305,0.8
105,0,1.1301,0.8
107.5,0,1.1296,0.8
110,0,1.1257,0.8
112.5,0,1.1184,0.8
115,0,1.1082,0.8
117.5,0.5025,1.0954,0.8
120,1.7373,1.0804,0.8
122.5,3.6264,1.0636,0.8
125,6.0789,1.0453,0.8
127.5,8.9704,1.0257,0.8
130,12.138,1.0047,0.8
132.5,21.824,0.98215,0.8
135,23.003,0.9581,0.8
137.5,24.054,0.93286,0.8
140,24.825,0.9069,0.8
142.5,25.253,0.88084,0.8
145,25.391,0.85149,0.8
147.5,25.244,0.82653,0.8
150,24.848,0.80577,0.8
152.5,24.247,0.78906,0.8
155,23.481,0.77622,0.8
157.5,22.593,0.76698,0.8
160,21.624,0.76101,0.8
162.5,20.614,0.75794,0.8
165,10.204,0.75738,0.8
167.5,12.151,0.75894,0.8
170,13.651,0.76222,0.8
172.5,14.762,0.76683,0.8
175,15.545,0.77242,0.8
177.5,16.032,0.7837,0.8
180,16.307,0.79158,0.8
182.5,16.431,0.79703,0.8
185,16.451,0.80081,0.8
187.5,16.401,0.80347,0.8
190,16.306,0.80545,0.8
192.5,16.186,0.80704,0.8
195,16.055,0.8084,0.8
197.5,15.925,0.80965,0.8
200,15.801,0.81082,0.8
202.5,15.69,0.81195,0.8
205,15.595,0.81303,0.8
207.5,15.515,0.81406,0.8
210,15.453,0.815,0.8
212.5,15.406,0.81586,0.8
215,15.374,0.8166,0.8
217.5,15.355,0.81722,0.8
220,15.347,0.8177,0.8
222.5,15.348,0.81805,0.8
225,15.357,0.81825,0.8
227.5,15.371,0.81832,0.8
230,15.388,0.81826,0.8
232.5,15.408,0.81809,0.8
235,15.43,0.8178,0.8
237.5,15.451,0.81742,0.8
240,15.472,0.81697,0.8
242.5,15.491,0.81644,0.8
245,15.508,0.81587,0.8
247.5,15.523,0.81526,0.8
250,15.536,0.81462,0.8
252.5,15.546,0.81397,0.8
255,15.553,0.81331,0.8
257.5,15.558,0.81266,0.8
260,15.56,0.81201,0.8
262.5,15.559,0.81139,0.8
265,15.555,0.81078,0.8
267.5,15.549,0.8102,0.8
270,15.54,0.80965,0.8
272.5,15.53,0.80913,0.8
275,15.517,0.80864,0.8
277.5,15.502,0.80817,0.8
280,15.485,0.80773,0.8
282.5,15.467,0.80732,0.8
285,15.448,0.80694,0.8
287.5,15.427,0.80658,0.8
290,15.406,0.80624,0.8
292.5,15.383,0.80592,0.8
295,15.359,0.80562,0.8
297.5,15.334,0.80532,0.8
300,15.308,0.80504,0.8
302.5,29.295,0.80477,1.12
305,26.037,0.8045,1.12
307.5,25.984,0.80424,1.12
310,27.962,0.80398,1.12
312.5,31.646,0.80372,1.12
315,33.495,0.79563,1.12
317.5,41.073,0.79278,1.12
320,45.601,0.79207,1.12
322.5,47.728,0.79204,1.12
325,48.031,0.79192,1.12
327.5,47.025,0.79329,1.12
330,45.132,0.79298,1.12
332.5,42.722,0.79401,1.12
335,40.109,0.79805,1.12
337.5,37.543,0.80575,1.12
340,35.208,0.81709,1.12
342.5,33.225,0.83162,1.12
345,31.66,0.84868,1.12
347.5,30.536,0.86751,1.12
350,29.846,0.88732,1.12
352.5,29.564,0.90739,1.12
355,29.651,0.92705,1.12
357.5,30.051,0.94577,1.12
360,30.693,0.96315,1.12
362.5,31.491,0.97888,1.12
365,32.355,0.99279,1.12
367.5,33.204,1.0048,1.12
370,33.973,1.0149,1.12
372.5,34.619,1.0233,1.12
375,35.121,1.0301,1.12
377.5,35.474,1.0356,1.12
380,35.689,1.04,1.12
382.5,35.782,1.0437,1.12
385,35.778,1.0468,1.12
387.5,35.703,1.0497,1.12
390,35.581,1.0526,1.12
392.5,35.433,1.0554,1.12
395,35.277,1.0584,1.12
397.5,35.124,1.0615,1.12
400,34.984,1.0648,1.12
402.5,34.862,1.0682,1.12
405,34.76,1.0716,1.12
407.5,34.678,1.075,1.12
410,34.615,1.0784,1.12
412.5,34.567,1.0818,1.12
415,34.535,1.085,1.12
417.5,34.515,1.088,1.12
420,34.502,1.0909,1.12
422.5,34.495,1.0935,1.12
425,34.491,1.096,1.12
