t,y,yref
10,7,7
20,6.7893,7.0015
30,6.5722,6.8648
40,6.3588,6.6808
50,6.1511,6.4844
60,5.9506,6.281
70,5.7586,6.0617
80,5.576,5.8039
90,5.4056,5.4723
100,5.2538,5.0783
110,5.1175,4.6656
120,4.9941,4.4106
130,4.8823,4.2817
140,4.7805,4.213
150,4.6873,4.1738
160,4.6015,4.1497
170,4.5223,4.1337
180,4.4489,4.1222
190,4.3808,4.1131
200,4.3175,4.1054
210,4.2587,4.0987
220,4.204,4.0925
230,4.1532,4.0868
240,4.106,4.0814
250,4.062,4.0764
260,4.0212,4.0716
270,3.9831,4.067
280,3.9478,4.0628
290,3.9149,4.0587
300,3.8843,4.0549
310,3.8559,4.0513
320,3.8295,4.0479
330,3.8049,4.0448
340,3.782,4.0418
350,3.7607,4.039
360,3.741,4.0363
370,3.7226,4.0339
380,3.7054,4.0316
390,3.6895,4.0294
400,3.6747,4.0274
410,3.661,4.0255
420,3.6482,4.0237
430,3.6406,4.0619
440,3.6361,4.1251
450,3.6332,4.2073
460,3.6314,4.3062
470,3.63,4.4203
480,3.6288,4.5457
490,3.6276,4.6727
500,3.626,4.7869
510,3.624,4.8776
520,3.6215,4.9421
530,3.6186,4.9843
540,3.6154,5.0095
550,3.612,5.0227
560,3.6086,5.028
570,3.6052,5.0283
580,3.602,5.0258
590,3.5989,5.022
600,3.5959,5.0179
610,3.5932,5.0139
620,3.5907,5.0104
630,3.5884,5.0075
640,3.5862,5.0053
650,3.5842,5.0036
660,3.5824,5.0025
670,3.5807,5.0017
680,3.5792,5.0012
690,3.5777,5.0009
700,3.5764,5.0007
710,3.5751,5.0006
720,3.574,5.0006
730,3.5729,5.0006
740,3.5719,5.0006
750,3.571,5.0006
760,3.5701,5.0006
770,3.5693,5.0005
780,3.5686,5.0005
790,3.5679,5.0004
800,3.5673,5.0002
810,3.5667,5
820,3.5661,4.9998
830,3.5699,5.0997
840,3.5759,5.2273
850,3.5826,5.3431
860,3.5892,5.4371
870,3.5954,5.5111
880,3.6009,5.5698
890,3.6059,5.6171
900,3.6105,5.6559
910,3.6146,5.6885
920,3.6184,5.7164
930,3.622,5.7405
940,3.6253,5.7618
950,3.6284,5.7807
960,3.6313,5.7977
970,3.6341,5.8131
980,3.6367,5.8272
990,3.6392,5.8401
1000,3.6416,5.852
1010,3.6439,5.8629
1020,3.646,5.8731
1030,3.6481,5.8826
1040,3.6501,5.8914
1050,3.652,5.8996
1060,3.6538,5.9073
1070,3.6555,5.9145
1080,3.6572,5.9211
1090,3.6587,5.9274
1100,3.6602,5.9332
1110,3.6616,5.9386
1120,3.663,5.9436
1130,3.6643,5.9483
1140,3.6655,5.9527
1150,3.6666,5.9567
1160,3.6677,5.9604
1170,3.6688,5.9639
1180,3.6697,5.9671
1190,3.6706,5.97
1200,3.6715,5.9727
1210,3.6723,5.9752
1220,3.6731,5.9775
1230,3.6784,6.0111
1240,3.6866,6.0613
1250,3.6968,6.1203
1260,3.7085,6.1849
1270,3.7213,6.2529
1280,3.7349,6.3228
1290,3.7489,6.3934
1300,3.763,6.4637
1310,3.7769,6.5328
1320,3.7903,6.6002
1330,3.8032,6.6651
1340,3.8152,6.7272
1350,3.8264,6.7855
1360,3.8366,6.8395
1370,3.8459,6.8882
1380,3.8541,6.9309
1390,3.8613,6.9669
1400,3.8676,6.9957
1410,3.8729,7.0174
1420,3.8774,7.0326
1430,3.8812,7.0419
1440,3.8844,7.0465
1450,3.887,7.0475
1460,3.8893,7.046
1470,3.8912,7.0427
1480,3.8929,7.0385
1490,3.8943,7.0338
1500,3.8956,7.029
1510,3.8967,7.0244
1520,3.8978,7.0201
1530,3.8987,7.0163
1540,3.8996,7.0129
1550,3.9005,7.0099
1560,3.9013,7.0075
1570,3.902,7.0055
1580,3.9028,7.0039
1590,3.9034,7.0026
1600,3.9041,7.0017
1610,3.9047,7.0009
1620,3.9053,7.0004
1630,3.9106,7.0525
1640,3.9194,7.1496
1650,3.9302,7.2915
1660,3.9411,7.4765
1670,3.9497,7.665
1680,3.9554,7.8001
1690,3.9595,7.8899
1700,3.9626,7.9488
1710,3.9651,7.9854
1720,3.9673,8.0059
1730,3.9691,8.0157
1740,3.9707,8.0189
1750,3.9721,8.0186
1760,3.9733,8.0167
1770,3.9745,8.0143
1780,3.9756,8.012
1790,3.9766,8.01
1800,3.9776,8.0083
1810,3.9784,8.0069
1820,3.9793,8.0058
1830,3.98,8.0049
1840,3.9807,8.0042
1850,3.9814,8.0036
1860,3.982,8.0031
1870,3.9826,8.0026
1880,3.9831,8.0023
1890,3.9836,8.002
1900,3.9841,8.0017
1910,3.9845,8.0015
1920,3.9849,8.0013
1930,3.9853,8.0011
1940,3.9856,8.0009
1950,3.9859,8.0008
1960,3.9862,8.0007
1970,3.9865,8.0006
1980,3.9867,8.0005
1990,3.987,8.0005
2000,3.9872,8.0004
2010,3.9874,8.0004
2020,3.9876,8.0004
2030,3.9915,8.2256
2040,3.9963,8.4896
2050,4.0007,8.6658
2060,4.004,8.7647
2070,4.0065,8.822
2080,4.0086,8.8584
2090,4.0102,8.8839
2100,4.0117,8.903
2110,4.0131,8.9181
2120,4.0143,8.9304
2130,4.0154,8.9405
2140,4.0164,8.9489
2150,4.0173,8.956
2160,4.0182,8.9621
2170,4.0189,8.9672
2180,4.0197,8.9716
2190,4.0203,8.9753
2200,4.021,8.9785
2210,4.0215,8.9813
2220,4.0221,8.9837
2230,4.0226,8.9858
2240,4.023,8.9876
2250,4.0235,8.9891
2260,4.0239,8.9905
2270,4.0242,8.9917
2280,4.0246,8.9927
2290,4.0249,8.9936
2300,4.0252,8.9944
2310,4.0255,8.9951
2320,4.0257,8.9957
2330,4.0259,8.9962
2340,4.0262,8.9967
2350,4.0264,8.9971
2360,4.0266,8.9974
2370,4.0267,8.9977
2380,4.0269,8.998
2390,4.027,8.9982
2400,4.0272,8.9984
2410,4.0273,8.9986
2420,4.0274,8.9988
2430,4.0313,9.077
2440,4.0361,9.1564
2450,4.0411,9.2241
2460,4.0462,9.2832
2470,4.0517,9.3381
2480,4.0577,9.3917
2490,4.0645,9.4456
2500,4.072,9.5001
2510,4.0805,9.5545
2520,4.0896,9.6075
2530,4.0994,9.6581
2540,4.1094,9.7051
2550,4.1196,9.7481
2560,4.1297,9.7868
2570,4.1396,9.8211
2580,4.1492,9.8514
2590,4.1583,9.8777
2600,4.1669,9.9005
2610,4.1749,9.9201
2620,4.1824,9.9368
2630,4.1894,9.951
2640,4.1958,9.963
2650,4.2017,9.973
2660,4.2071,9.9812
2670,4.212,9.9881
2680,4.2165,9.9936
2690,4.2206,9.998
2700,4.2243,10.002
2710,4.2276,10.004
2720,4.2307,10.006
2730,4.2334,10.008
2740,4.2359,10.009
2750,4.2381,10.009
2760,4.2401,10.01
2770,4.2419,10.01
2780,4.2435,10.01
2790,4.245,10.01
2800,4.2463,10.009
