t,y,yref
10,7,7
20,6.9773,7.0015
30,6.7946,6.8648
40,6.3929,6.6808
50,5.7567,6.4844
60,4.8998,6.281
70,3.8538,6.0617
80,2.6623,5.8039
90,1.3949,5.4723
100,0.17431,5.0783
110,-0.93419,4.6656
120,-1.901,4.4106
130,-2.7129,4.2817
140,-3.3716,4.213
150,-3.89,4.1738
160,-4.2867,4.1497
170,-4.5816,4.1337
180,-4.794,4.1222
190,-4.9406,4.1131
200,-5.0361,4.1054
210,-5.0927,4.0987
220,-5.1201,4.0925
230,-5.1262,4.0868
240,-5.1172,4.0814
250,-5.0981,4.0764
260,-5.0725,4.0716
270,-5.0433,4.067
280,-5.0124,4.0628
290,-4.9815,4.0587
300,-4.9516,4.0549
310,-4.9233,4.0513
320,-4.8972,4.0479
330,-4.8734,4.0448
340,-4.8521,4.0418
350,-4.8333,4.039
360,-4.8169,4.0363
370,-4.8027,4.0339
380,-4.7906,4.0316
390,-4.7805,4.0294
400,-4.772,4.0274
410,-4.765,4.0255
420,-4.7594,4.0237
430,-4.7118,4.0619
440,-4.6115,4.1251
450,-4.4634,4.2073
460,-4.2779,4.3062
470,-4.0676,4.4203
480,-3.8449,4.5457
490,-3.6212,4.6727
500,-3.4067,4.7869
510,-3.2099,4.8776
520,-3.0372,4.9421
530,-2.892,4.9843
540,-2.7752,5.0095
550,-2.6856,5.0227
560,-2.6206,5.028
570,-2.5767,5.0283
580,-2.5502,5.0258
590,-2.5374,5.022
600,-2.535,5.0179
610,-2.5402,5.0139
620,-2.5506,5.0104
630,-2.5642,5.0075
640,-2.5796,5.0053
650,-2.5958,5.0036
660,-2.6119,5.0025
670,-2.6274,5.0017
680,-2.642,5.0012
690,-2.6554,5.0009
700,-2.6676,5.0007
710,-2.6786,5.0006
720,-2.6884,5.0006
730,-2.6971,5.0006
740,-2.7048,5.0006
750,-2.7115,5.0006
760,-2.7174,5.0006
770,-2.7225,5.0005
780,-2.7269,5.0005
790,-2.7308,5.0004
800,-2.7342,5.0002
810,-2.7371,5
820,-2.7397,4.9998
830,-2.6988,5.0997
840,-2.6042,5.2273
850,-2.4633,5.3431
860,-2.29,5.4371
870,-2.0989,5.5111
880,-1.9018,5.5698
890,-1.7073,5.6171
900,-1.5211,5.6559
910,-1.3466,5.6885
920,-1.1856,5.7164
930,-1.0386,5.7405
940,-0.90533,5.7618
950,-0.78522,5.7807
960,-0.67729,5.7977
970,-0.58046,5.8131
980,-0.49363,5.8272
990,-0.4157,5.8401
1000,-0.34566,5.852
1010,-0.28257,5.8629
1020,-0.22558,5.8731
1030,-0.17394,5.8826
1040,-0.127,5.8914
1050,-0.084182,5.8996
1060,-0.045001,5.9073
1070,-0.0090388,5.9145
1080,0.024057,5.9211
1090,0.054585,5.9274
1100,0.082797,5.9332
1110,0.1089,5.9386
1120,0.13309,5.9436
1130,0.15549,5.9483
1140,0.17626,5.9527
1150,0.19549,5.9567
1160,0.21329,5.9604
1170,0.22975,5.9639
1180,0.24494,5.9671
1190,0.25895,5.97
1200,0.27183,5.9727
1210,0.28366,5.9752
1220,0.29451,5.9775
1230,0.3507,6.0111
1240,0.46938,6.0613
1250,0.65368,6.1203
1260,0.90082,6.1849
1270,1.2048,6.2529
1280,1.5572,6.3228
1290,1.9478,6.3934
1300,2.3651,6.4637
1310,2.7977,6.5328
1320,3.2344,6.6002
1330,3.6652,6.6651
1340,4.0813,6.7272
1350,4.4753,6.7855
1360,4.8412,6.8395
1370,5.1746,6.8882
1380,5.4722,6.9309
1390,5.732,6.9669
1400,5.9534,6.9957
1410,6.1369,7.0174
1420,6.284,7.0326
1430,6.3974,7.0419
1440,6.4802,7.0465
1450,6.5364,7.0475
1460,6.57,7.046
1470,6.5848,7.0427
1480,6.5847,7.0385
1490,6.5731,7.0338
1500,6.553,7.029
1510,6.5271,7.0244
1520,6.4975,7.0201
1530,6.4661,7.0163
1540,6.4342,7.0129
1550,6.4029,7.0099
1560,6.3731,7.0075
1570,6.3452,7.0055
1580,6.3197,7.0039
1590,6.2966,7.0026
1600,6.2761,7.0017
1610,6.2582,7.0009
1620,6.2426,7.0004
1630,6.2775,7.0525
1640,6.384,7.1496
1650,6.5633,7.2915
1660,6.7976,7.4765
1670,7.0498,7.665
1680,7.2844,7.8001
1690,7.4883,7.8899
1700,7.6591,7.9488
1710,7.7981,7.9854
1720,7.9084,8.0059
1730,7.9937,8.0157
1740,8.058,8.0189
1750,8.1051,8.0186
1760,8.1382,8.0167
1770,8.1605,8.0143
1780,8.1745,8.012
1790,8.1821,8.01
1800,8.185,8.0083
1810,8.1845,8.0069
1820,8.1816,8.0058
1830,8.1771,8.0049
1840,8.1716,8.0042
1850,8.1656,8.0036
1860,8.1593,8.0031
1870,8.153,8.0026
1880,8.147,8.0023
1890,8.1412,8.002
1900,8.1358,8.0017
1910,8.1308,8.0015
1920,8.1262,8.0013
1930,8.1221,8.0011
1940,8.1184,8.0009
1950,8.1151,8.0008
1960,8.1122,8.0007
1970,8.1096,8.0006
1980,8.1073,8.0005
1990,8.1053,8.0005
2000,8.1036,8.0004
2010,8.1021,8.0004
2020,8.1008,8.0004
2030,8.1371,8.2256
2040,8.2101,8.4896
2050,8.3053,8.6658
2060,8.4068,8.7647
2070,8.5043,8.822
2080,8.5932,8.8584
2090,8.6718,8.8839
2100,8.7401,8.903
2110,8.7988,8.9181
2120,8.8487,8.9304
