t,y,yref
2130,8.8909,8.9405
2140,8.9262,8.9489
2150,8.9557,8.956
2160,8.9801,8.9621
2170,9.0002,8.9672
2180,9.0166,8.9716
2190,9.03,8.9753
2200,9.0407,8.9785
2210,9.0493,8.9813
2220,9.0561,8.9837
2230,9.0615,8.9858
2240,9.0656,8.9876
2250,9.0688,8.9891
2260,9.0712,8.9905
2270,9.0729,8.9917
2280,9.0742,8.9927
2290,9.0751,8.9936
2300,9.0756,8.9944
2310,9.0759,8.9951
2320,9.0761,8.9957
2330,9.0761,8.9962
2340,9.076,8.9967
2350,9.0758,8.9971
2360,9.0756,8.9974
2370,9.0754,8.9977
2380,9.0752,8.998
2390,9.0749,8.9982
2400,9.0747,8.9984
2410,9.0745,8.9986
2420,9.0743,8.9988
2430,9.1116,9.077
2440,9.1861,9.1564
2450,9.2897,9.2241
2460,9.4157,9.2832
2470,9.5611,9.3381
2480,9.7255,9.3917
2490,9.9102,9.4456
2500,10.117,9.5001
2510,10.348,9.5545
2520,10.602,9.6075
2530,10.877,9.6581
2540,11.171,9.7051
2550,11.476,9.7481
2560,11.789,9.7868
2570,12.103,9.8211
2580,12.412,9.8514
2590,12.711,9.8777
2600,12.997,9.9005
2610,13.267,9.9201
2620,13.517,9.9368
2630,13.746,9.951
2640,13.954,9.963
2650,14.141,9.973
2660,14.306,9.9812
2670,14.451,9.9881
2680,14.576,9.9936
2690,14.684,9.998
2700,14.774,10.002
2710,14.849,10.004
2720,14.911,10.006
2730,14.96,10.008
2740,14.999,10.009
2750,15.028,10.009
2760,15.049,10.01
2770,15.063,10.01
2780,15.072,10.01
2790,15.076,10.01
2800,15.075,10.009
